id,name,album,uscita,artista,collaboratori,generi,popularity,key,bpm,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,mode,speechiness,time_signature,valence,canzoneArtistaPreferito,canzoneSimileArtistaPreferito,canzoneSimileGenerePreferito,GenerePreferito,artistaPreferito,artistaPreferitoCoinvolto
5NItQtFp7GdPaOG41vVXCk,Waltz_For_Sweatpants,Waltz_For_Sweatpants,2023-06-23,Cody_Fry,[],['indiecoustica'],50,3,126,0.33,0.37,0.3,-8.39,0.39,0.0,0.08,1,0.037,3,0.304,0.0,0.0,0.0,0.0,0.0,0.0
2EifArXfbbtd81owNuz3f8,2D,2D,2023-06-21,Healy,[],['memphis hip hop'],49,4,123,0.68,0.78,0.62,-6.07,0.27,0.014,0.34,1,0.04,4,0.618,0.0,0.0,0.0,0.0,0.0,0.0
55q5FJy2MagUgplPVB0tjD,Blackbox_Life_Recorder_21f,Blackbox_Life_Recorder_21f,2023-06-21,Aphex_Twin,[],"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",64,6,134,0.61,0.61,0.5,-14.23,0.09,0.904,0.08,1,0.051,4,0.496,0.0,0.0,0.0,0.0,0.0,0.0
7dVfdbkxtx1JF4W8aONqB1,One_Chance,Melodies_on_Hiatus,2023-06-23,Albert_Hammond_Jr,[],['garage rock'],48,11,168,0.82,0.56,0.89,-4.57,0.11,0.032,0.26,0,0.032,4,0.887,0.0,0.0,0.0,0.0,0.0,0.0
1wMIWOnUxCro6dimODC1cN,You_Betta_(Jesus_Take_The_Wheel),You_Betta_(Jesus_Take_The_Wheel),2023-06-23,REASON,[],"['indie hip hop', 'underground hip hop']",45,4,170,0.76,0.79,0.77,-5.68,0.24,0.0,0.29,0,0.36,4,0.766,0.0,0.0,0.0,0.0,0.0,0.0
4xALaz8yKhRocRemoNXxAp,Ugly_Sweater,Ugly_Sweater,2023-06-23,Sada_Baby,[],"['detroit trap', 'scam rap']",41,6,93,0.6,0.67,0.47,-8.03,0.0,0.0,0.2,1,0.316,4,0.474,0.0,0.0,0.0,0.0,0.0,0.0
3aUUiMQGt2WPM38NjodKpj,Bad_Joke,Good_Drugs_//_Bad_Joke,2023-06-23,Tyler_Cole,[],['bedroom soul'],40,0,149,0.97,0.67,0.74,-3.82,0.01,0.0,0.35,1,0.06,4,0.737,0.0,0.0,0.0,0.0,0.0,0.0
1uirjxfV7VpwcQIoB4Z1QH,LOVE_+_POP,LOVE_+_POP,2023-06-22,Current_Joys,['YOUR_ANGEL'],"['lo-fi indie', 'pov: indie']",51,3,113,0.84,0.74,0.66,-5.84,0.0,0.0,0.18,1,0.028,4,0.656,0.0,0.0,0.0,0.0,0.0,0.0
1w21mLzlkcpKReMjbbUwpa,No_California,No_California,2023-06-23,Ilsey,[],[],48,9,100,0.74,0.65,0.61,-4.41,0.38,0.0,0.16,0,0.052,4,0.613,0.0,0.0,0.0,0.0,0.0,0.0
1gMN8njDgOlHq8xtGVKQXK,She_Says,Pecos_&_the_Rooftops,2023-06-23,Pecos_&_the_Rooftops,[],"['modern country pop', 'red dirt']",52,8,144,0.78,0.49,0.36,-4.09,0.0,0.0,0.26,1,0.032,4,0.364,0.0,0.0,0.0,0.0,0.0,0.0
4M5SqWR8LIgE9N3QzEJlyS,Can_I_Shower_At_Yours,Can_I_Shower_At_Yours,2023-06-22,Amy_Shark,[],['australian pop'],52,4,128,0.7,0.85,0.95,-1.86,0.14,0.0,0.08,1,0.062,4,0.955,0.0,0.0,0.0,0.0,0.0,0.0
34iCDXDpWVR6ET2aBRiAqb,Quick_Question,Quick_Question,2023-06-23,Babyboy_AV,[],['afrobeats'],52,3,98,0.47,0.78,0.63,-11.23,0.13,0.0,0.26,0,0.219,4,0.63,0.0,0.0,0.0,0.0,0.0,0.0
50WYoOH9qyAUQmsgn7bdT5,Cherub,Sewer_Rat,2023-06-21,Franklin_Jonas,[],[],43,0,174,0.84,0.59,0.77,-6.21,0.02,0.0,0.34,1,0.048,4,0.767,0.0,0.0,0.0,0.0,0.0,0.0
6vwxGKQc5AWeV04dYQ9Ev2,"Rock_On_-_Spotify_Singles_-_From_""The_Muppets_Mayhem""","Rock_On_-_Spotify_Singles_(From_""The_Muppets_Mayhem"")",2023-06-21,Dr._Teeth_and_The_Electric_Mayhem,[],[],44,0,117,0.6,0.67,0.62,-8.06,0.61,0.0,0.16,1,0.037,4,0.623,0.0,0.0,0.0,0.0,0.0,0.0
